,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,BL,SP Won,SP Attempts,CP EX,FP EX,DE EX,P EX,Total EX,Team,Opponent,Outcome,Tournament,stat_type,Match Number,Ref 1,Ref 2
297,,,,,,3,27,1,17,0,4,1,4,0,1,,,1,1,9,4,2,1,4,7,5,,3,15,RSA,USA,L,OLY2020,Team,12,PUTNIKOVIC,ZHANG
298,WOLF,Alex,32:00:00,32,0,,,0,0,,,,,,,,,,,,2,,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,PUTNIKOVIC,ZHANG
299,HOOPER,Johnny,18:54,18,54,3,9,0,1,,,1,3,,,2,2,0,3,,,1,3,3,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
300,VAVIC,Marko,18:30,18,30,1,2,1,2,,,,,,,,,,,,1,,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
301,OBERT,Alex,15:08,15,8,0,1,0,0,0,1,,,,,,,,,,,,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
302,DAUBE,Hannes,22:08,22,8,2,3,0,0,,,1,1,1,1,0,1,,,,,,,,1,0,,,1,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
303,CUPIDO,Luca,21:25,21,25,1,1,0,0,1,1,,,,,,,,,1,1,1,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
304,HALLOCK,Ben,17:07,17,7,4,9,0,0,2,7,2,2,,,,,,,1,1,1,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
305,WOODHEAD,Dylan,11:23,11,23,2,2,0,0,,,1,1,,,,,1,1,,,,,,2,0,,,2,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
306,BOWEN,Alex,16:54,16,54,2,2,1,1,,,1,1,,,,,,,,1,,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
307,STEVENSON,Ben,17:49,17,49,3,3,1,1,,,1,1,,,,,1,1,,1,1,0,1,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
308,SMITH,Jesse,10:48,10,48,0,2,0,1,,,,,,,,,0,1,,,,,,1,0,,,1,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
309,IRVING,Max,21:54,21,54,2,2,1,1,,,1,1,,,,,,,,1,1,,,,0,,,0,USA,RSA,W,OLY2020,Player,12,ZHANG,PUTNIKOVIC
310,,,,,,20,36,4,7,3,9,8,10,1,1,2,3,2,6,2,8,5,3,4,4,0,,,4,USA,RSA,W,OLY2020,Team,12,ZHANG,PUTNIKOVIC
311,ZERDEVAS,Emmanouil,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,GRE,JPN,W,OLY2020,Player,13,ZHANG,PUTNIKOVIC
312,GENIDOUNIAS,Konstantinos,29:45:00,29,45,3,11,2,8,,,1,2,,,,,0,1,,1,2,1,2,,0,,,0,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
313,SKOUMPAKIS,Dimitrios,9:49,9,49,1,1,0,0,1,1,,,,,,,,,1,1,,,,1,0,,,1,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
314,KAPOTSIS,Marios,28:00:00,28,0,3,3,0,0,,,3,3,,,,,,,1,1,1,,,,1,,,1,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
315,FOUNTOULIS,Ioannis,11:28,11,28,0,1,0,0,,,,,,,,,0,1,,,,,,1,1,,1,3,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
316,PAPANASTASIOU,Alexandros,13:34,13,34,0,1,0,1,,,,,,,,,,,,,1,1,1,2,0,,,2,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
317,DERVISIS,Georgios,21:16,21,16,,,0,0,,,,,,,,,,,1,1,2,0,1,1,1,,,2,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
318,ARGYROPOULOS KANAKAKIS,Stylianos,26:26:00,26,26,1,5,0,2,,,1,3,,,,,,,1,,1,,,2,0,,,2,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
319,MOURIKIS,Konstantinos,8:47,8,47,1,1,0,0,1,1,,,,,,,,,1,,,,,,0,,,0,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
320,KOLOMVOS,Christodoulos,9:28,9,28,1,2,0,1,,,1,1,,,,,,,1,2,,,,1,1,1,,2,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
321,GKIOUVETSIS,Konstantinos,12:13,12,13,0,2,0,2,,,,,,,,,,,,,,,,,0,,,0,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
322,VLACHOPOULOS,Angelos,21:14,21,14,0,3,0,3,,,,,,,,,,,1,,1,,,2,1,,,3,GRE,JPN,W,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
323,,,,,,10,30,2,17,2,2,6,9,,,,,0,2,8,7,8,2,4,10,5,1,1,16,GRE,JPN,W,OLY2020,Team,13,PUTNIKOVIC,ALEXANDRESCU
324,TANAMURA,Katsuyuki,32:00:00,32,0,,,0,0,,,,,,,,,,,,2,,,,,1,,,1,JPN,GRE,L,OLY2020,Player,13,PUTNIKOVIC,ALEXANDRESCU
325,ADACHI,Seiya,20:57,20,57,3,6,1,2,,,0,2,1,1,,,1,1,1,,,1,2,,0,,,0,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
326,KOPPU,Harukiirario,21:53,21,53,,,0,0,,,,,,,,,,,,,1,,,3,0,,,3,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
327,SHIGA,Mitsuaki,21:07,21,7,0,1,0,0,,,0,1,,,,,,,,,,,,,1,,,1,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
328,YOSHIDA,Takuma,22:16,22,16,1,5,0,2,,,0,2,,,,,1,1,,,,,,,0,,,0,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
329,SUZUKI,Toi,8:50,8,50,0,2,0,0,,,0,2,,,,,,,,,,0,1,,0,,,0,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
330,SHIMIZU,Yusuke,6:45,6,45,0,1,0,0,,,0,1,,,,,,,1,,,,,,0,,,0,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
331,TAKATA,Mitsuru,13:33,13,33,,,0,0,,,,,,,,,,,1,,1,,,2,0,,,2,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
332,ARAI,Atsushi,27:18:00,27,18,2,4,0,1,,,2,3,,,,,,,,1,1,1,1,1,1,1,,2,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
333,INABA,Yusuke,23:42,23,42,2,7,1,4,,,0,2,,,1,1,,,1,,,,,,0,,,0,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
334,OKAWA,Keigo,20:17,20,17,0,1,0,1,,,,,,,,,,,,,,,,1,0,,,1,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
335,ARAKI,Kenta,5:22,5,22,1,1,0,0,,,1,1,,,,,,,,,,,,,1,,,1,JPN,GRE,L,OLY2020,Player,13,ALEXANDRESCU,PUTNIKOVIC
336,,,,,,9,28,2,10,,,3,14,1,1,1,1,2,2,4,3,3,2,4,7,4,1,,11,JPN,GRE,L,OLY2020,Team,13,ALEXANDRESCU,PUTNIKOVIC
337,HOOPER,Johnny,21:30,21,30,1,1,0,0,,,1,1,,,,,,,2,,1,2,3,,1,,,1,USA,ITA,L,OLY2020,Player,14,ALEXANDRESCU,PUTNIKOVIC
338,VAVIC,Marko,20:22,20,22,1,6,1,5,,,0,1,,,,,,,,,1,,,1,1,,,2,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
339,OBERT,Alex,15:11,15,11,2,2,0,0,1,1,1,1,,,,,,,1,1,1,,,1,0,,1,2,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
340,DAUBE,Hannes,22:52,22,52,1,7,0,2,,,0,4,1,1,,,,,1,,1,,,,0,,1,1,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
341,CUPIDO,Luca,23:07,23,7,2,5,0,0,0,1,2,3,,,,,0,1,1,,1,,,,1,,,1,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
342,HALLOCK,Ben,17:06,17,6,0,1,0,0,0,1,,,,,,,,,3,,,,,,0,,,0,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
343,WOODHEAD,Dylan,12:14,12,14,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
344,BOWEN,Alex,20:34,20,34,2,6,0,2,,,1,1,0,1,1,2,,,,,,,,,1,,,1,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
345,STEVENSON,Ben,11:57,11,57,0,1,0,1,,,,,,,,,,,,,,0,1,,0,,,0,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
346,SMITH,Jesse,4:11,4,11,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
347,IRVING,Max,22:56,22,56,2,2,0,0,,,1,1,,,1,1,,,,,1,,,1,1,,,2,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
348,HOLLAND,Drew,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,USA,ITA,L,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
349,,,,,,11,31,1,10,1,3,6,12,1,2,2,3,0,1,9,2,6,2,4,7,5,,2,14,USA,ITA,L,OLY2020,Team,14,BUCH JUANOLA,DERVIEUX
350,Del LUNGO,Marco,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ITA,USA,W,OLY2020,Player,14,BUCH JUANOLA,DERVIEUX
351,Di FULVIO,Francesco,30:30:00,30,30,5,13,2,4,,,2,4,0,3,1,1,0,1,1,,1,1,2,,1,,,1,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
352,LUONGO,Stefano,22:39,22,39,3,6,0,1,,,3,5,,,,,,,,1,,1,1,,0,,,0,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
353,FIGLIOLI,Pietro,26:06:00,26,6,2,7,1,5,,,1,1,,,0,1,,,,,,0,1,,2,,,2,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
354,PRESCIUTTI,Nicholas,24:03:00,24,3,2,4,0,2,,,1,1,,,,,1,1,1,1,,,,2,0,,,2,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
355,VELOTTO,Alessandro,7:38,7,38,0,1,0,0,,,,,,,,,0,1,,,,,,,0,,,0,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
356,RENZUTO IODICE,Vincenzo,13:09,13,9,0,1,0,1,,,,,,,,,,,,1,1,,,,0,,1,1,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
357,ECHENIQUE,Gonzalo,27:16:00,27,16,0,3,0,1,,,0,1,,,,,0,1,,1,1,,,,0,,,0,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
358,FIGARI,Niccolo,9:07,9,7,,,0,0,,,,,,,,,,,1,,1,,,2,0,,,2,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
359,BODEGAS,Michael Alexandre,10:05,10,5,,,0,0,,,,,,,,,,,,,,,,,1,,2,3,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
360,AICARDI,Matteo,12:47,12,47,,,0,0,,,,,,,,,,,,,,,,1,1,,,2,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
361,DOLCE,Vincenzo,8:40,8,40,,,0,0,,,,,,,,,,,,,,,,2,0,,,2,ITA,USA,W,OLY2020,Player,14,DERVIEUX,BUCH JUANOLA
362,,,,,,12,35,3,14,,,7,12,0,3,1,2,1,4,4,4,4,2,4,7,5,,3,15,ITA,USA,W,OLY2020,Team,14,DERVIEUX,BUCH JUANOLA
363,NAGY,Viktor,16:00,16,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DERVIEUX,BUCH JUANOLA
364,ANGYAL,Daniel,16:38,16,38,2,4,0,1,1,1,,,,,,,1,2,,,,,,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
365,MANHERCZ,Krisztian,27:00:00,27,0,5,5,1,1,,,1,1,,,,,3,3,,,1,3,3,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
366,ZALANKI,Gergo,18:52,18,52,0,1,0,1,,,,,,,,,,,,2,1,1,1,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
367,VAMOS,Marton,22:45,22,45,4,6,2,4,,,2,2,,,,,,,,,,,,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
368,HOSNYANSZKY,Norbert,17:40,17,40,1,5,0,3,,,1,2,,,,,,,,1,,,,2,0,,,2,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
369,PASZTOR,Matyas,24:10:00,24,10,4,6,2,3,,,0,1,,,,,2,2,1,,,,,2,0,,,2,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
370,JANSIK,Szilard,15:06,15,6,2,3,0,1,,,1,1,,,1,1,,,,2,,,,3,0,,,3,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
371,ERDELYI,Balazs,24:41:00,24,41,3,5,0,2,1,1,1,1,,,,,1,1,,4,,,,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
372,MEZEI,Tamas,15:51,15,51,1,2,0,0,1,2,,,,,,,,,,2,1,,,,1,,,1,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
373,HARAI,Balazs,9:17,9,17,1,1,0,0,,,1,1,,,,,,,,,,,,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
374,VOGEL,Soma,16:00,16,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,HUN,RSA,W,OLY2020,Player,15,DANERS CHAO,MOLLER
375,,,,,,23,38,5,16,3,4,7,9,,,1,1,7,8,1,12,3,4,4,7,1,,,8,HUN,RSA,W,OLY2020,Team,15,DANERS CHAO,MOLLER
376,MADI,Lwazi,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,RSA,HUN,L,OLY2020,Player,15,DANERS CHAO,MOLLER
377,CARD,Devon,15:43,15,43,0,3,0,1,,,0,2,,,,,,,,,,,,1,0,,,1,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
378,REZELMAN,Timothy,15:36,15,36,0,1,0,1,,,,,,,,,,,,,,,,,0,,,0,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
379,BADENHORST,Nardus,18:07,18,7,0,3,0,1,,,0,2,,,,,,,1,,,,,,1,,,1,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
380,LAURENSON,Cameron Bain,7:51,7,51,,,0,0,,,,,,,,,,,,,,,,2,0,,1,3,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
381,STONE,Ross,25:36:00,25,36,0,2,0,1,,,,,0,1,,,,,2,,1,0,1,,2,,,2,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
382,EVEZARD,Jason,18:22,18,22,,,0,0,,,,,,,,,,,,,1,0,1,,0,,,0,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
383,RODDA,Nicholas,24:06:00,24,6,1,7,0,5,,,1,2,,,,,,,,,1,0,2,,0,,,0,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
384,MARGRO,Yaseen,18:03,18,3,0,2,0,2,,,,,,,,,,,,,,,,2,0,,,2,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
385,MAYMAN,Mogamad Farouk,11:40,11,40,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
386,NEILL,Liam,16:48,16,48,0,1,0,0,0,1,,,,,,,,,,,,,,,0,,,0,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
387,STEWART,Donn,20:08,20,8,0,3,0,3,,,,,,,,,,,,,1,,,1,0,,,1,RSA,HUN,L,OLY2020,Player,15,MOLLER,DANERS CHAO
388,,,,,,1,22,0,14,0,1,1,6,0,1,,,,,8,1,4,0,4,7,3,,1,11,RSA,HUN,L,OLY2020,Team,15,MOLLER,DANERS CHAO
389,MUNARRIZ EGANA,Alberto,19:11,19,11,1,2,0,1,,,,,,,,,1,1,,1,1,,,3,0,,,3,ESP,KAZ,W,OLY2020,Player,16,MOLLER,DANERS CHAO
390,GRANADOS ORTEGA,Alvaro,22:45,22,45,5,7,2,3,,,0,1,,,2,2,1,1,,1,,1,2,,2,,,2,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
391,SANAHUJA,Bernat,19:56,19,56,3,8,1,4,,,2,2,,,,,0,2,,1,1,1,1,1,1,,,2,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
392,de TORO DOMINGUEZ,Miguel,18:55,18,55,1,1,0,0,,,1,1,,,,,,,2,,,,,,0,,,0,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
393,LARUMBE GONFAUS,Marc,17:02,17,2,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
394,FAMERA,Martin,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
395,FERNANDEZ MIRANDA,Francisco,25:08:00,25,8,2,2,0,0,1,1,1,1,,,,,,,,,1,1,1,,1,,,1,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
396,TAHULL COMPTE,Roger,13:05,13,5,1,3,0,0,1,1,0,2,,,,,,,,,1,,,,0,,,0,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
397,PERRONE ROCHA,Felipe,18:24,18,24,0,1,0,1,,,,,,,,,,,,,,,,1,0,,,1,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
398,MALLARACH GUELL,Blai,19:50,19,50,2,4,2,3,,,,,0,1,,,,,,2,,,,,1,,,1,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
399,BUSTOS SANCHEZ,Ale andro,17:44,17,44,1,1,0,0,,,1,1,,,,,,,,1,1,,,1,0,,,1,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
400,AGUIRRE,Unai,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,ESP,KAZ,W,OLY2020,Player,16,GOLDENBERG,WILLIS
401,,,,,,16,29,5,12,2,2,5,8,0,1,2,2,2,4,4,7,5,3,4,6,5,,,11,ESP,KAZ,W,OLY2020,Team,16,GOLDENBERG,WILLIS
402,MAKHMETOV,Madikhan,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,KAZ,ESP,L,OLY2020,Player,16,GOLDENBERG,WILLIS
403,MEDVEDEV,Yevgeniy,18:28,18,28,0,2,0,2,,,,,,,,,,,,,,,,,0,,1,1,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
404,AUBAKIROV,Miras,14:13,14,13,0,2,0,1,0,1,,,,,,,,,1,,,0,2,1,1,,,2,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
405,MARKOVIC,Dusan,19:13,19,13,1,2,0,1,,,1,1,,,,,,,,2,1,,,1,0,,,1,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
406,SHMIDER,Alexey,16:29,16,29,0,1,0,0,,,0,1,,,,,,,,,,0,1,,1,,1,2,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
407,ARTYUKH,Danil,6:03,6,3,,,0,0,,,,,,,,,,,,,,,,2,0,,,2,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
408,SHAKENOV,Murat,24:54:00,24,54,0,8,0,7,,,0,1,,,,,,,,1,,1,1,,0,,,0,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
409,VUKSANOVIC,Srdan,29:33:00,29,33,2,8,1,4,,,1,3,,,,,0,1,1,1,1,,,,0,,,0,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
410,UKUMANOV,Rustam,16:53,16,53,0,1,0,1,,,,,,,,,,,,,,,,2,0,,,2,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
411,RUDAY,Mikhail,16:24,16,24,1,2,0,0,1,2,,,,,,,,,,,,,,,1,,,1,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
412,ALTAYEV,Altay,15:36,15,36,0,2,0,1,,,0,1,,,,,,,1,,,,,,0,,,0,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
413,SHVEDOV,Stanislav,14:14,14,14,0,2,0,1,,,0,1,,,,,,,,1,1,,,,0,,,0,KAZ,ESP,L,OLY2020,Player,16,WILLIS,GOLDENBERG
414,,,,,,4,30,1,18,1,3,2,8,,,,,0,1,5,5,3,1,4,6,3,,2,11,KAZ,ESP,L,OLY2020,Team,16,WILLIS,GOLDENBERG
415,BIJAC,Marko,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,CRO,MNE,W,OLY2020,Player,17,WILLIS,GOLDENBERG
416,MACAN,Marko,5:02,5,2,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
417,FATOVIC,Loren,24:29:00,24,29,3,8,2,5,,,1,3,,,,,,,,,,,,1,0,,,1,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
418,LONCAR,Luka,17:35,17,35,1,1,0,0,1,1,,,,,,,,,2,,,,,,0,,,0,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
419,JOKOVIC,Maro,26:00:00,26,0,0,1,0,0,,,,,,,,,0,1,,1,1,,,,1,,,1,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
420,BUKIC,Luka,26:12:00,26,12,2,6,0,3,,,2,3,,,,,,,1,1,,2,2,,0,,,0,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
421,VUKICEVIC,Ante,18:44,18,44,2,6,2,6,,,,,,,,,,,,1,,,,2,0,,,2,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
422,BUSLJE,Andro,15:12,15,12,1,1,0,0,,,1,1,,,,,,,,,3,,,3,0,,,3,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
423,MILOS,Lovre,13:39,13,39,1,3,0,0,,,0,2,,,,,1,1,,1,,2,2,,0,,,0,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
424,VRLIC,Josip,16:11,16,11,,,0,0,,,,,,,,,,,1,,,,,1,1,,,2,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
425,OBRADOVIC,Paulo,11:05,11,5,1,3,0,0,0,1,1,2,,,,,,,,,1,,,,1,,,1,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
426,GARCIA GADEA,Javier,17:51,17,51,2,4,1,2,,,1,2,,,,,,,,,,,,,1,,,1,CRO,MNE,W,OLY2020,Player,17,KUN,VOEVODIN
427,,,,,,13,33,5,16,1,2,6,13,,,,,1,2,4,5,5,4,4,10,4,,,14,CRO,MNE,W,OLY2020,Team,17,KUN,VOEVODIN
428,BRGULJAN,Drasko,25:15:00,25,15,0,3,0,2,,,0,1,,,,,,,,,2,0,2,,1,,,1,MNE,CRO,L,OLY2020,Player,17,KUN,VOEVODIN
429,PERKOVIC,Miroslav,7:26,7,26,2,2,0,0,,,2,2,,,,,,,1,,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
430,PETKOVIC,Marko,21:43,21,43,0,3,0,2,,,0,1,,,,,,,,1,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
431,CUCKOVIC,Uros,8:23,8,23,,,0,0,,,,,,,,,,,,,,,,2,0,,,2,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
432,POPADIC,Vlado,20:03,20,3,0,4,0,2,0,1,,,0,1,,,,,,1,,,,2,0,,,2,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
433,VIDOVIC,Stefan,13:50,13,50,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
434,UKROPINA,Aleksa,18:42,18,42,1,5,1,3,,,0,2,,,,,,,1,,,0,1,,1,,,1,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
435,IVOVIC,Aleksandar,28:24:00,28,24,2,5,1,3,,,1,1,0,1,,,,,1,1,,,,2,0,,,2,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
436,SPAIC,Vladan,17:06,17,6,0,2,0,0,0,1,0,1,,,,,,,2,,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
437,MATKOVIC,Dusan,23:27,23,27,2,3,0,0,,,1,2,,,,,1,1,1,,,0,1,1,0,,,1,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
438,BANICEVIC,Dusan,7:41,7,41,1,1,0,0,,,1,1,,,,,,,,,,,,1,0,,,1,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
439,TESANOVIC,Petar,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,MNE,CRO,L,OLY2020,Player,17,VOEVODIN,KUN
440,,,,,,8,28,2,12,0,2,5,11,0,2,,,1,1,7,5,2,0,4,9,2,,,11,MNE,CRO,L,OLY2020,Team,17,VOEVODIN,KUN
441,MANDIC,Dusan,17:58,17,58,4,5,0,0,,,3,3,0,1,1,1,,,,1,,,,,2,,,2,SRB,AUS,W,OLY2020,Player,18,VOEVODIN,KUN
442,DEDOVIC,Nikola,22:21,22,21,1,2,1,2,,,,,,,,,,,,1,,0,1,,0,,,0,SRB,AUS,W,OLY2020,Player,18,STAVRIDIS,OHME
443,RANDELOVIC,Sava,9:12,9,12,,,0,0,,,,,,,,,,,,,,,,,1,,1,2,SRB,AUS,W,OLY2020,Player,18,STAVRIDIS,OHME
